830,312
932,312
233,312
277,312
311,625
369,312
415,625
369,312
277,312
246,312
233,312
277,312
369,625
0,625
369,312
349,312
311,625
369,625
349,312
277,625
277,937
0,1250
233,312
277,312
311,625
369,312
415,625
369,312
277,312
246,312
233,312
277,312
349,312
369,312
0,625
369,312
349,312
311,625
369,625
349,312
277,312
277,312
277,312
311,625
0,1250
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
466,312
554,156
466,156
415,312
0,312
466,156
554,312
554,312
622,468
554,156
493,156
466,1562
0,625
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
369,156
349,156
311,156
349,156
311,625
415,625
349,312
311,312
349,312
349,625
369,2187
311,625
311,156
349,156
369,312
415,625
466,625
369,625
466,156
415,156
369,312
415,625
554,625
466,625
369,312
277,312
311,625
277,312
246,312
277,2500
311,625
311,156
349,156
369,312
415,625
466,625
369,625
466,156
415,156
369,312
415,625
554,625
622,937
466,312
415,937
369,156
415,156
466,937
415,156
369,156
369,1250
311,625
311,156
349,156
369,312
415,625
466,625
369,625
466,156
415,156
369,312
415,625
554,625
466,625
369,312
277,312
311,625
277,312
246,312
277,2500
311,625
311,156
349,156
369,312
415,625
466,625
369,625
466,156
415,156
369,312
415,625
554,625
622,937
466,312
415,937
369,156
415,156
466,937
415,156
369,156
369,1250
